Bio,labels
"A wife, a mother, a runner, Oregon State fan (#gobeavs), a New York Yankees Fan",-1
"A writer(?) Several WIP inc short stories, novels, and poetry; mostly in horror, mystery, and fantasy. #cPTSD and #chronicillness fighter. She/her or they/them",2
A.K.A Lost in the Sauce,-1
米国・オレゴン州観光局の日本語公式 Twitter です。オレゴンの芸術、歴史、文化そしてすばらしい自然を探求していただければ幸いです。写,0
AA Flyer,-1
"AAMCO of Bend, auto repair shop in Bend, providing unequaled customer service, honest, high integrity repairs for your car and a whole new experience for you.",-1
Abba’s child. Heart attack survivor. Working on my M.A. in Clinical Mental Health Counseling. I do some writing.,-1
Abducted by aliens,-1
"Abide in Gods presence, wife, mama",7
"Abundance is a mindset… When you’re blessed, be a blessing!  Bend, OR 🌲& Naples, FL 🌴",-1
"Academic leader, scholar, teacher, cultural critic, and artist. My views are my own.",-1
Account and Project Manager for Ventana Research,8
Account is set up to listen so no reason to follow me right now.,-1
Account Manager at Ventana Research,8
"ACE = Appetite Control + Energy...Go to my website, click on ABOUT ME and scroll down to the paypal logo. You can order 1 or 2 week trials, or a whole bottle!",-1
"acting casual, giving the wrong impression. see also @janeofallruns | she/her",-1
"activist, mother, wife, thinker, dont know when to shut up! supporter of most things leftwing",-1
"Actor, Singer, Dancer and an all around weirdoI also like video games, mostly Halo, which is my own fault",-1
"Actor/Singer, AEA/Sag-Aftra. 🌻💙💛🌻",-1
Actor🎭Youtuber🎥Creator🖥Livin Life,-1
Actually...,-1
acupuncture. chinese herbs. massage. nutrition. treating pain. PTSD. womens health. stress. sports injury. addiction recovery. and much much more.,1
"Acupuncturist, Specializing in Neurological Disorders and Concussion Recovery, Author, Speaker",1
Add a bio to your profile,-1
"addictions: Modeling, social media is life, nature, nicotine, caffeine, lovely music and freedom.  find me on  instagram@ grace_mcgowen16",-1
ADORN*ABODE*SOCIAL*FOTO*PROP,-1
Adrenaline junkie. American. Snowboarder. Adventure seeker. World traveler. Director of Chaos. Hopeless Romantic. Closet nerd. Lovin' life. YouTube: kailchips,6
Adult ADHD survivor,1
Advanced reporting and data analytics for companies who want to lead their market,8
Adventure & travel 🌿,-1
ADVENTURE AMPLIFIED,-1
"Adventure is out there and I'm going to find it. If I'm not on set shooting a movie, I'm running around in the world pretending to be in one.",-1
Adventure is out there! http://www.BlueOxBox.com,-1
Adventure Photographer. Father.Jesus Follower.IG: justin_tbrown,3
Adventure Seeker.Cyclist.Trek Travel Guide. Surfer. Copywriter. Skier.Sustainability. Green Energy.,-1
"Adventure traveler with a passion for learning, mtn biking, flying, diving, river rafting and living life to the fullest.",-1
Adventure.,-1
Adventurer,-1
"adventurer, horse, mt. bike, wave & snow rider, canoe paddler, food & nature lover, world traveler, amateur photographer, camper/backpacker. photos are my own.",-1
"Adventurer, Triathlete, and Sea Captain",6
"Adventurer. Yogi. B.S. NR Mgmt. Lover of music, sports, our planet & its creatures. Living, learning, evolving. Views are my own. #BlackLivesMatter #GoDucks",-1
Adventures in life.,-1
"Adventures in Wellness! Celebrating holistic living with uplifting courses, writing & more. Founder of Maia University for Holistic Women's Wellness.",1
Adventures with Kristin and Mike.,-1
adventurist. snowboarder. photographer.,-1
"Advocate for survivors of DV/SA, Mtn Rescue, organizer fighting fascists/racists/homophobes/misogyny/xenophobes; runner, climber, skier, surfer, a lil’ redneck",-1
AF,-1
"After 20 years in this crazy business, I still love helping people buy and sell real estate. We list, sell and close short sales and traditional homes weekly!",10
"After living in Southern California for many years I discovered a place called Bend, Oregon.   Fred Real Estate",10
Age: 24..✈️ Take flight ✈️ . . Instagram: twin1swenson,4
Agent for New York Life Insurance Company |OR License: 54100 | CA License: LD0823866,-1
"Ah yes. I have my temporary driver's license - and - my astronaut application form... I didn't pass that though, I failed everything but the date of birth.",-1
"Aiming to fix volatility, one area of life at a time.",-1
"Aiming to fix volatility, one area of life at a time.",-1
Ain't heaven great?,-1
"Airstreaming, eclipse chasing, dog lover. Both hands on the wheel & one eye on the clock. Nerdy hobbies. Dicking around on the eightfold path until happy hour.",-1
"aka “FJ” • GOA priest with lay profession (yes, we exist) &#x1f60a; • Just a &#x1f41d; trying to get to the hive upstairs &#x1f64f;&#x1f3fc; +Galatians 2:20",7
aka Andy McCabe,-1
"Albert Einstein once said, everybody's a genius, but if you judge a fish by its ability to climb a tree, it will live its whole life believing that it is stupid",12
"Alchemist, entrepreneur, creator, explorer. Bring it!",-1
Alex,-1
alexandra cooper is my second cousin,-1
"Alicia Severson is an illustrator and designer currently located in beautiful Bend, OR",-1
"Alkire Consulting, Mathematics Education for ALL: Common Core State Standards, CCR Standards for Adult Education, International Baccalaureate, ISEF",-1
All About Cocktails for your next Celebration or Event!,-1
all bad tweets are my own - chicago sports,9
All I do is listen to music // Keep your vibrations high // Gemini,-1
All I know right now is I'm gonna be a Grandma,-1
all I need is a coors,-1
all money in / confederated tribes of colville #LandBack #blacklivesmatter #AbolishICE #MMIW,-1
"all natural bath + body products 🌎 woman owned 💪 100% cruelty free 🐶 essential oil blends + organic ingredients 🌿 made in Bend, OR since 1996 🏔",-1
"All of these moments will be lost in time, like tears in the rain. Interests: SE Asia, real estate, travel, econ, politics, nutrition, track & field, chess, MMA",-1
All or nothing baby✨,-1
"All pics are us so feel free to like, retweet, message, we won't bite..... well just a little ;)",-1
All the money in the world is no substitute for hard work and ingenuity. ~Little Rascals,-1
All the things,-1
"All things hitting, training, and breakfast burritos.",-1
"All things marketing, technology, and research with a soft spot for red wine, gourmet cooking, and outdoor adrenaline fixes.",-1
"All things wellness, pleasure, and cats. Formerly INTIMINA, LELO, and Lora DiCarlo, certified sex educator",1
Allergic to vegetables.,-1
Almost house trained.,-1
Alpine Real Estate; J.D.; Lehigh U.; Quality Beer; Single Malt; Everything Bend; Real Wrestling; Semper Fi; ......and 'So It Goes',10
"Alpine snowboarder, software engineer, family man",-1
alright ok,13
Also known as Exotherm.http://soundcloud.com/exotherm,3
"Alternative School and Tutoring program. We specialize in working with kids with executive functioning challenges, dyslexia, ADHD, high functioning autism...",-1
"Alum of @bluebottleroast, @snap and @twitter. Getting my daily laugh and @WSUCougars news from @therealPshorts",-1
"Always a coach, part-time pitching machine, full-time dad!",6
Always ask questions. Always seek truth.,-1
"Always bet the field. Music to break up to. 🖤 Go check the new record, CRUSH, at the link below.",3
"Always looking for new and interesting places to photograph in Oregon so we can share them with you. Come get maps, directions, ideas.",-1
am Aman who doesn't like jokes any more,-1
"Amanda. Mother, Writer, Runner, Teacher. Trail running. @runwithmekids. #runhappy Nuun Hydration.",-1
"amateur cat lady, taco enthusiast",-1
Amateur Loudsmith.  Professional bullshit artist.,3
Amateur photographer and graphic artist. Storyteller. Game creator. Shoot me a line anytime you like.,-1
Amateur-amateur pro indoor cyclist.,6
"Ambidextrous marketer, designer & web geek with a knack for tourism, travel & hospitality. A wannabe world traveler who always seems to end up back in Mexico.",-1
America's Most Award Winning Small Batch Distillery,-1
"American fine art landscape photographer located in Bend, Oregon. Visit our gallery in downtown Bend and see images taken from all over the United States",-1
American in Britain.,-1
"Amy is an Aussie world traveler and Island Girl at heart, bringing Meat Pies to Bend, Oregon!!",-1
"An artist, musician, and writer who's more than a little messy and has more creativity than she knows what to do with it. And loves Jesus. A lot.",7
An audacious alternative to traditional sewing establishments.,5
An Entirely Different Approach to Fitness!!,1
"An experienced entrepreneur who loves the hustle of business,getting outside the box, and inventing new ways of doing the impossible.",-1
"An industry leader in innovative commercial real estate deal development, representing investors with diverse geographic needs, requiring exceptional attention.",-1
An intoxicating blend of dweeb and misfit. Heterogeneous. I'm not actually angry. I might have antlers.,-1
"An Iowa native, marketer, Chicago sports fanatic and family man who tells people's stories for a living.",-1
"An NFL and NBA heavy sports podcast, with a strong dose of gambling and fantasy football. Some beer, WAGS, and other interesting topics that need discussing.",-1
An Olympic silver medalist in Athens. Mohini is owner and head coach of OOA Gynnastics in Bend Oregon and has coached gymnastics for 16 years.,-1
An online marketing service that provides tools and consultation to optimize growth objectives,8
"An organic skin care spa in Adairsville, GA",-1
An out of body musical experience...inside your body.,3
"Analyst for the Enderle Group, write for a variety of pubs.  http://enderlegroup.com",8
"Anchor/Reporter/Producer at Channel 21 in Bend, Oregon. Syracuse Alum, California Native.",-1
Anchorage AK 🏔 // Bend OR 🌼 // wh*te a$$ ndn inuk // she/her // •SNM• // aataii as hell,-1
"And Though She Be But little, SHE IS FIERCE.",-1
"And yet, to me, what is this quintessence of dust?",-1
Andre The Search Giant stands 6'4 and weighs 225lbs. He also knows online marketing.,-1
"Angela & Brock.   We love food, music, family & peace and make art & jewelry. ✌️",-1
"Angelina's Herbarium and Formulary. Artisan crafted, small batch organic skin care products.",-1
"Animal/Anipal lover,runner,cyclist,skier. Volunteer at a spay/neuter clinic. Staff to Mitzi - former feral. Miss TSK & Daffy so much!",-1
"Anna loves traveling, scrapbooking, history, and acting/singing in community theatre shows. She loves spending time with her husband, and loves her 3 dogs!",-1
"Another day, another adventure. || 541 || 231 ||",4
"anti-fascist, anti-racist, gay, he/him, married but unwed, does art sporadically, programs things sometimes, creates worlds often. Logged out.",3
Anti-racist. Avid reader. Aspiring writer.,2
Antifascist. Vote shamer shamer. Sometimes I disagree with myself. Angry on main.,-1
"Antioch is a justice-seeking, non-denominational Christian church in Bend, Oregon. Join us for worship Sundays at 9:00 or 10:45 AM.",7
"Antropología, ética, e historia de la filosofía @unav. Secretario @GrupoCRYF. Miembro @CoreUnav. Libro: http://eunsa.es/libro/encubrim…",-1
anxious. embarrassing aunt. probably crying. #macynjolene 4.12.14,-1
any pronouns,-1
any tweets related to work are satirical - my legal team,9
Anything can happen when it’s dark out 🇸🇪🇺🇸,-1
"Anything hunting and jeeps is my interests , whether it be bow hunting or rifle hunting I'm pro for it , preparedness are my passions .",6
apieron musings,-1
Apologies in advance for wasting your time,-1
Apparel + Hapa / HAパ + Baseball,5
"Apple Tech Support Tier 1 , Publisher, Go Ducks!, GLBT, river liver, BMW motorcyclist,",-1
"Applications Manager @ Deschutes County, OR.  Developer, GIS, GeoDev, fly fishing, skiing, mt. biking, and loving life in Bend, Oregon.",-1
"Arbonne Independent Consultant. Mother to a wonderful son, and wife to an amazing husband.",-1
Architect at BLRB Architects. Oregon Track and Field Alumni. USATF Certified Youth Coach. #DreamOn.,-1
architecture + making,-1
Are YOU Ready To eXpERIENCE #CentralOregon #RealEstate & Launch Your Life? We're eXp Realty LLC🌏 ◆Search MLS Like a Realtor® ◆Market Trends & Tools ◆Ownership,10
Area Sales Manager - MasterBrand Cabinets - Southern & Eastern Oregon,10
aren’t we all just here to vibe (▀̿Ĺ̯▀̿ ̿),-1
"Ariana, the lovely little restaurant on Bend's westside.",-1
"arizona born, cali raised, oregon livin:)",11
Arizona State University,-1
"Arizona Wildcat in Oregon, fan of 49ers, Suns, and D’backs.",-1
"Army Veteran, proud 2nd amendment supporter",-1
Art • Design • Apps,3
art • food • gaming • plants • wife to @thenthj • mom to #wildclementine • @ mj.immersed on instagram,-1
Art Director @bendstudio for @PlayStation games and contemporary painter for @agallery_SLC.,-1
"Art Director / Production Manager @sourceweekly Professional Photography, Graphic Design, and Video Production",-1
Art Games Music Rock/Alt Photography comedy,-1
"Art in the High Desert, a juried fine art and craft festival on the banks of the Deschutes River in Bend, Oregon.August 24, 25, 26, 2012",-1
"Art lover, LV collector, Vancouverite forever.....",3
"art, yoga, family, gaia",1
"ARTISpHERE is a movement of artists helping artists helping the community, with the vision of creating a more cohesive and connected creative community.",3
Artist,3
Artist,3
Artist,3
Artist,-1
Artist - Musician - Designer,-1
artist * photographer * speaker,3
artist // storyteller // oregonian,-1
Artist & Illustrator - Portfolio: http://braedensherrell.com - I’m much more active on Instagram than Twitter http://instagram.com/braedensherrell,-1
"artist & sculptor, mother and wife just trying to have fun and get it all done in this one lifetime!",3
"Artist | Graphic Designer | Bend, OR",-1
"Artist by nature, geek by trade",3
"Artist on Beast Wars (vol 3 out now!), Color Artist - Marvel, Transformers, Samurai Jack, and more! Looking for projects!http://dcjosh.comdcjosh@gmail",-1
Artist rehabilitating after 10-year career in journalism.,3
"artist, blogger, consultant",3
"Artist, Game Dev, Streamer, and Vtuber",-1
"Artist, psychotherapist, coach and family mediator. Innovative Spirit in a quest to facilitate a personal shift through creativity and action.",-1
"Artist, wife, mom, supporter of woman's right to choose, human rights and equality for all, retired",-1
"Artist, Writer",-1
"artist, writer, medical doctor. interested in innovation and in making life more simple and glorious.",-1
"Artist, Writer. @juliejulie on almost all social, @juliejulieart on the gram",-1
"Artist. Watercolor. Oil. Pastels. MM collage. Offers inspiring workshops, online classes and ArtEscapes. Vintage paintboxes and kayaking with dog Scout=Bliss.",3
Artistas Cine y Teatro Destinos Diversión Entretenimiento Estilo de Vida Gastronomía Jajaja Memes Música Television,3
Artistic,-1
Arts & Culture Fitness & Wellness Music Sports US & World News,-1
"As an architect and LEED AP, I have happy customers because they've saved time and money from the way we streamline the home design and building process.",-1
AS in Paralegal Studies,-1
"As iron sharpens iron, a friend sharpens a friend",-1
"As long as you live, keep learning how to live. -Seneca",12
"As of 2023, virtually disabling Twitter account.smack talker (group rides) / silent chanter (yogi) / unfollower (social media) / essentialist (zen)",9
